#NSGA2
popsize 50
maxGen 100
numVar 2
numObj 2
numCons 2
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	50
totalTime	5.29766
firstFrontCount	5
frontCount	28
avgEvalTime	1.2783e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.656621	3	0.656621	6.09179	-2.90959	-1.90959	
0.731896	3	0.731896	5.46526	-3.58707	-2.58707	
0.919138	3	0.919138	4.3519	-5.27224	-4.27224	



#Generation 2 / 100
currentGen	2
evaluateCount	100
totalTime	6.45723
firstFrontCount	20
frontCount	5
avgEvalTime	8.72416e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.478517	2	0.478517	6.26937	-0.306655	-1.30666	
0.656621	1	0.656621	3.0459	-0.909593	-3.90959	
0.476414	2	0.476414	6.29705	-0.287725	-1.28772	
0.711276	0	0.711276	1.40592	-0.401482	-5.40148	
0.651425	1	0.651425	3.07019	-0.862826	-3.86283	
0.482193	2	0.482193	6.22158	-0.339736	-1.33974	
0.463027	2	0.463027	6.47911	-0.16724	-1.16724	
0.711276	0	0.711276	1.40592	-0.401482	-5.40148	
0.656945	1	0.656945	3.0444	-0.912503	-3.9125	
0.520952	2	0.520952	5.75868	-0.688572	-1.68857	
0.711276	0	0.711276	1.40592	-0.401482	-5.40148	
0.578367	1	0.578367	3.45801	-0.205301	-3.2053	
0.602759	1	0.602759	3.31808	-0.42483	-3.42483	
0.49464	2	0.49464	6.06502	-0.45176	-1.45176	
0.59662	2	0.59662	5.02832	-1.36958	-2.36958	
0.593173	2	0.593173	5.05754	-1.33856	-2.33856	
0.550344	3	0.550344	7.26819	-1.95309	-0.953092	
0.714927	0	0.714927	1.39874	-0.434342	-5.43434	
0.503974	3	0.503974	7.93691	-1.53577	-0.535768	
0.702594	2	0.702594	4.26989	-2.32334	-3.32334	
0.584512	2	0.584512	5.13248	-1.26061	-2.26061	
0.586082	3	0.586082	6.82499	-2.27473	-1.27473	
0.715909	3	0.715909	5.5873	-3.44318	-2.44318	
0.656621	3	0.656621	6.09179	-2.90959	-1.90959	
0.646816	3	0.646816	6.18414	-2.82135	-1.82135	
0.722728	0	0.722728	1.38365	-0.504551	-5.50455	
0.648398	3	0.648398	6.16905	-2.83558	-1.83558	
0.629378	3	0.629378	6.35548	-2.6644	-1.6644	
0.66489	3	0.66489	6.01603	-2.98401	-1.98401	
0.683084	3	0.683084	5.8558	-3.14775	-2.14775	
0.605669	4	0.605669	8.25533	-3.45102	-0.451022	
0.596728	4	0.596728	8.37903	-3.37055	-0.370553	
0.728357	1	0.728357	2.74591	-1.55521	-4.55521	
0.695105	4	0.695105	7.19316	-4.25594	-1.25594	
0.729365	2	0.729365	4.11317	-2.56428	-3.56428	
0.763782	0	0.763782	1.30927	-0.87404	-5.87404	
0.702544	4	0.702544	7.117	-4.32289	-1.32289	
0.676296	4	0.676296	7.39321	-4.08667	-1.08667	
0.728357	1	0.728357	2.74591	-1.55521	-4.55521	
0.724076	2	0.724076	4.14321	-2.51668	-3.51668	
0.633285	4	0.633285	7.89534	-3.69956	-0.699562	
0.66348	4	0.66348	7.53602	-3.97132	-0.971321	
0.764444	0	0.764444	1.30814	-0.879994	-5.87999	
0.733863	5	0.733863	8.17592	-5.60476	-0.604763	
0.735349	1	0.735349	2.7198	-1.61814	-4.61814	
0.736171	4	0.736171	6.7919	-4.62554	-1.62554	
0.782759	0	0.782759	1.27753	-1.04483	-6.04483	
0.748711	3	0.748711	5.34252	-3.7384	-2.7384	
0.782759	0	0.782759	1.27753	-1.04483	-6.04483	
0.748711	3	0.748711	5.34252	-3.7384	-2.7384	



#Generation 3 / 100
currentGen	3
evaluateCount	150
totalTime	6.62013
firstFrontCount	34
frontCount	3
avgEvalTime	9.99313e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.478517	2	0.478517	6.26937	-0.306655	-1.30666	
0.588532	1	0.588532	3.39829	-0.296789	-3.29679	
0.656945	1	0.656945	3.0444	-0.912503	-3.9125	
0.603022	1	0.603022	3.31663	-0.427196	-3.4272	
0.520952	2	0.520952	5.75868	-0.688572	-1.68857	
0.47286	2	0.47286	6.34437	-0.255744	-1.25574	
0.463027	3	0.463027	8.63881	-1.16724	-0.16724	
0.623765	1	0.623765	3.20634	-0.613883	-3.61388	
0.602759	1	0.602759	3.31808	-0.42483	-3.42483	
0.488305	2	0.488305	6.1437	-0.394743	-1.39474	
0.483486	2	0.483486	6.20494	-0.351374	-1.35137	
0.599456	1	0.599456	3.33636	-0.395101	-3.3951	
0.656621	1	0.656621	3.0459	-0.909593	-3.90959	
0.49793	2	0.49793	6.02495	-0.481366	-1.48137	
0.49464	2	0.49464	6.06502	-0.45176	-1.45176	
0.540046	2	0.540046	5.55509	-0.860412	-1.86041	
0.65009	1	0.65009	3.0765	-0.850811	-3.85081	
0.517843	2	0.517843	5.79327	-0.660584	-1.66058	
0.671581	0	0.671581	1.48902	-0.0442327	-5.04423	
0.520952	2	0.520952	5.75868	-0.688572	-1.68857	
0.602759	1	0.602759	3.31808	-0.42483	-3.42483	
0.594967	1	0.594967	3.36153	-0.354706	-3.35471	
0.548879	2	0.548879	5.46568	-0.939914	-1.93991	
0.578367	1	0.578367	3.45801	-0.205301	-3.2053	
0.49464	2	0.49464	6.06502	-0.45176	-1.45176	
0.578367	1	0.578367	3.45801	-0.205301	-3.2053	
0.49464	2	0.49464	6.06502	-0.45176	-1.45176	
0.569429	1	0.569429	3.51229	-0.124863	-3.12486	
0.656945	1	0.656945	3.0444	-0.912503	-3.9125	
0.497214	2	0.497214	6.03362	-0.474922	-1.47492	
0.461953	2	0.461953	6.49417	-0.157574	-1.15757	
0.657695	1	0.657695	3.04092	-0.919259	-3.91926	
0.478517	2	0.478517	6.26937	-0.306655	-1.30666	
0.551755	2	0.551755	5.43719	-0.965796	-1.9658	
0.696878	0	0.696878	1.43497	-0.271906	-5.27191	
0.479874	3	0.479874	8.33553	-1.31886	-0.318862	
0.578955	3	0.578955	6.909	-2.2106	-1.2106	
0.502604	3	0.502604	7.95855	-1.52343	-0.523435	
0.66489	2	0.66489	4.51203	-1.98401	-2.98401	
0.586082	3	0.586082	6.82499	-2.27473	-1.27473	
0.584512	2	0.584512	5.13248	-1.26061	-2.26061	
0.676157	1	0.676157	2.95789	-1.08541	-4.08541	
0.676791	1	0.676791	2.95512	-1.09112	-4.09112	
0.497145	3	0.497145	8.04594	-1.47431	-0.474308	
0.600539	2	0.600539	4.99551	-1.40485	-2.40485	
0.648451	2	0.648451	4.62641	-1.83606	-2.83606	
0.617638	2	0.617638	4.85721	-1.55874	-2.55874	
0.643354	2	0.643354	4.66306	-1.79019	-2.79019	
0.631128	2	0.631128	4.7534	-1.68015	-2.68015	
0.593173	2	0.593173	5.05754	-1.33856	-2.33856	



#Generation 4 / 100
currentGen	4
evaluateCount	200
totalTime	6.75221
firstFrontCount	50
frontCount	1
avgEvalTime	8.84546e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.44851	2	0.44851	6.68881	-0.036593	-1.03659	
0.696878	0	0.696878	1.43497	-0.271906	-5.27191	
0.696878	0	0.696878	1.43497	-0.271906	-5.27191	
0.553806	2	0.553806	5.41706	-0.984256	-1.98426	
0.559789	1	0.559789	3.57277	-0.0381034	-3.0381	
0.676791	1	0.676791	2.95512	-1.09112	-4.09112	
0.461953	2	0.461953	6.49417	-0.157574	-1.15757	
0.623765	1	0.623765	3.20634	-0.613883	-3.61388	
0.641836	1	0.641836	3.11606	-0.776526	-3.77653	
0.511488	2	0.511488	5.86524	-0.603395	-1.6034	
0.528031	2	0.528031	5.68149	-0.752277	-1.75228	
0.47286	2	0.47286	6.34437	-0.255744	-1.25574	
0.501919	2	0.501919	5.97706	-0.517272	-1.51727	
0.534614	2	0.534614	5.61152	-0.811527	-1.81153	
0.667942	1	0.667942	2.99427	-1.01148	-4.01148	
0.613403	1	0.613403	3.2605	-0.520628	-3.52063	
0.520952	2	0.520952	5.75868	-0.688572	-1.68857	
0.494906	2	0.494906	6.06175	-0.454157	-1.45416	
0.545989	2	0.545989	5.49462	-0.9139	-1.9139	
0.578367	1	0.578367	3.45801	-0.205301	-3.2053	
0.560058	1	0.560058	3.57106	-0.040523	-3.04052	
0.569429	1	0.569429	3.51229	-0.124863	-3.12486	
0.569429	1	0.569429	3.51229	-0.124863	-3.12486	
0.65876	1	0.65876	3.03601	-0.928841	-3.92884	
0.488468	2	0.488468	6.14165	-0.39621	-1.39621	
0.585823	1	0.585823	3.414	-0.272411	-3.27241	
0.517825	2	0.517825	5.79347	-0.660421	-1.66042	
0.657144	1	0.657144	3.04347	-0.914293	-3.91429	
0.676157	1	0.676157	2.95789	-1.08541	-4.08541	
0.579827	1	0.579827	3.4493	-0.218443	-3.21844	
0.540046	2	0.540046	5.55509	-0.860412	-1.86041	
0.65009	1	0.65009	3.0765	-0.850811	-3.85081	
0.600341	1	0.600341	3.33144	-0.403073	-3.40307	
0.540046	2	0.540046	5.55509	-0.860412	-1.86041	
0.548879	2	0.548879	5.46568	-0.939914	-1.93991	
0.478815	2	0.478815	6.26547	-0.309336	-1.30934	
0.594967	1	0.594967	3.36153	-0.354706	-3.35471	
0.483486	2	0.483486	6.20494	-0.351374	-1.35137	
0.483486	2	0.483486	6.20494	-0.351374	-1.35137	
0.61003	1	0.61003	3.27853	-0.490267	-3.49027	
0.65009	1	0.65009	3.0765	-0.850811	-3.85081	
0.551536	2	0.551536	5.43935	-0.963827	-1.96383	
0.499168	2	0.499168	6.01	-0.49251	-1.49251	
0.606614	1	0.606614	3.29699	-0.459529	-3.45953	
0.590505	1	0.590505	3.38693	-0.314542	-3.31454	
0.588716	1	0.588716	3.39722	-0.298445	-3.29845	
0.593545	1	0.593545	3.36958	-0.341909	-3.34191	
0.497472	2	0.497472	6.03049	-0.477248	-1.47725	
0.5183	2	0.5183	5.78815	-0.664701	-1.6647	
0.488305	2	0.488305	6.1437	-0.394743	-1.39474	



#Generation 5 / 100
currentGen	5
evaluateCount	250
totalTime	6.8834
firstFrontCount	49
frontCount	2
avgEvalTime	8.51889e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.696878	0	0.696878	1.43497	-0.271906	-5.27191	
0.44851	2	0.44851	6.68881	-0.036593	-1.03659	
0.696878	0	0.696878	1.43497	-0.271906	-5.27191	
0.560048	2	0.560048	5.35668	-1.04043	-2.04043	
0.559789	1	0.559789	3.57277	-0.0381034	-3.0381	
0.676791	1	0.676791	2.95512	-1.09112	-4.09112	
0.461953	2	0.461953	6.49417	-0.157574	-1.15757	
0.489575	2	0.489575	6.12777	-0.406171	-1.40617	
0.511488	2	0.511488	5.86524	-0.603395	-1.6034	
0.600341	1	0.600341	3.33144	-0.403073	-3.40307	
0.545989	2	0.545989	5.49462	-0.9139	-1.9139	
0.585842	1	0.585842	3.41389	-0.272581	-3.27258	
0.520952	2	0.520952	5.75868	-0.688572	-1.68857	
0.502494	2	0.502494	5.97022	-0.522443	-1.52244	
0.534614	2	0.534614	5.61152	-0.811527	-1.81153	
0.517825	2	0.517825	5.79347	-0.660421	-1.66042	
0.628213	1	0.628213	3.18363	-0.65392	-3.65392	
0.645907	1	0.645907	3.09642	-0.813162	-3.81316	
0.637962	1	0.637962	3.13498	-0.741658	-3.74166	
0.478815	2	0.478815	6.26547	-0.309336	-1.30934	
0.656837	1	0.656837	3.0449	-0.911532	-3.91153	
0.569429	1	0.569429	3.51229	-0.124863	-3.12486	
0.616896	1	0.616896	3.24204	-0.552064	-3.55206	
0.539471	2	0.539471	5.561	-0.855241	-1.85524	
0.658476	1	0.658476	3.03732	-0.926282	-3.92628	
0.466803	2	0.466803	6.4267	-0.201226	-1.20123	
0.478815	2	0.478815	6.26547	-0.309336	-1.30934	
0.552895	2	0.552895	5.42599	-0.976054	-1.97605	
0.564689	1	0.564689	3.54177	-0.0822006	-3.0822	
0.52837	2	0.52837	5.67783	-0.755334	-1.75533	
0.676791	1	0.676791	2.95512	-1.09112	-4.09112	
0.475113	2	0.475113	6.31428	-0.27602	-1.27602	
0.667942	1	0.667942	2.99427	-1.01148	-4.01148	
0.578367	1	0.578367	3.45801	-0.205301	-3.2053	
0.668109	1	0.668109	2.99353	-1.01298	-4.01298	
0.558473	2	0.558473	5.37179	-1.02626	-2.02626	
0.494667	2	0.494667	6.06468	-0.452006	-1.45201	
0.497939	2	0.497939	6.02484	-0.481449	-1.48145	
0.613384	1	0.613384	3.2606	-0.520457	-3.52046	
0.623765	1	0.623765	3.20634	-0.613883	-3.61388	
0.61003	1	0.61003	3.27853	-0.490267	-3.49027	
0.470595	2	0.470595	6.37491	-0.235356	-1.23536	
0.472989	2	0.472989	6.34264	-0.256901	-1.2569	
0.538282	2	0.538282	5.57328	-0.844541	-1.84454	
0.579923	1	0.579923	3.44873	-0.219311	-3.21931	
0.603866	1	0.603866	3.31199	-0.434792	-3.43479	
0.528031	2	0.528031	5.68149	-0.752277	-1.75228	
0.584453	1	0.584453	3.422	-0.260075	-3.26007	
0.554045	2	0.554045	5.41472	-0.986407	-1.98641	
0.606614	1	0.606614	3.29699	-0.459529	-3.45953	



#Generation 6 / 100
currentGen	6
evaluateCount	300
totalTime	7.01541
firstFrontCount	49
frontCount	2
avgEvalTime	1.02171e-05
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.678259	0	0.678259	1.47436	-0.104333	-5.10433	
0.44851	3	0.44851	8.91841	-1.03659	-0.036593	
0.44851	2	0.44851	6.68881	-0.036593	-1.03659	
0.552895	2	0.552895	5.42599	-0.976054	-1.97605	
0.557168	1	0.557168	3.58958	-0.0145165	-3.01452	
0.673962	0	0.673962	1.48376	-0.0656537	-5.06565	
0.658476	1	0.658476	3.03732	-0.926282	-3.92628	
0.492417	2	0.492417	6.09239	-0.431757	-1.43176	
0.579693	1	0.579693	3.4501	-0.217238	-3.21724	
0.50815	2	0.50815	5.90377	-0.57335	-1.57335	
0.585842	1	0.585842	3.41389	-0.272581	-3.27258	
0.461723	2	0.461723	6.4974	-0.155505	-1.15551	
0.564809	1	0.564809	3.54102	-0.0832836	-3.08328	
0.613198	1	0.613198	3.26159	-0.518783	-3.51878	
0.599882	1	0.599882	3.33399	-0.398936	-3.39894	
0.545741	2	0.545741	5.49711	-0.911671	-1.91167	
0.481478	2	0.481478	6.23082	-0.333298	-1.3333	
0.535562	2	0.535562	5.60159	-0.820059	-1.82006	
0.650077	1	0.650077	3.07656	-0.850695	-3.85069	
0.628213	1	0.628213	3.18363	-0.65392	-3.65392	
0.637962	1	0.637962	3.13498	-0.741658	-3.74166	
0.475113	2	0.475113	6.31428	-0.27602	-1.27602	
0.623765	1	0.623765	3.20634	-0.613883	-3.61388	
0.44851	2	0.44851	6.68881	-0.036593	-1.03659	
0.635805	1	0.635805	3.14562	-0.722245	-3.72225	
0.528393	2	0.528393	5.67759	-0.755536	-1.75554	
0.527451	2	0.527451	5.68773	-0.74706	-1.74706	
0.517825	2	0.517825	5.79347	-0.660421	-1.66042	
0.520952	2	0.520952	5.75868	-0.688572	-1.68857	
0.471067	2	0.471067	6.36852	-0.239606	-1.23961	
0.478815	2	0.478815	6.26547	-0.309336	-1.30934	
0.489575	2	0.489575	6.12777	-0.406171	-1.40617	
0.463777	2	0.463777	6.46863	-0.17399	-1.17399	
0.651619	1	0.651619	3.06928	-0.864573	-3.86457	
0.656837	1	0.656837	3.0449	-0.911532	-3.91153	
0.608744	1	0.608744	3.28545	-0.478699	-3.4787	
0.54099	2	0.54099	5.54539	-0.868913	-1.86891	
0.511488	2	0.511488	5.86524	-0.603395	-1.6034	
0.564689	1	0.564689	3.54177	-0.0822006	-3.0822	
0.468597	2	0.468597	6.40209	-0.217376	-1.21738	
0.559789	1	0.559789	3.57277	-0.0381034	-3.0381	
0.623765	1	0.623765	3.20634	-0.613883	-3.61388	
0.46672	2	0.46672	6.42784	-0.200478	-1.20048	
0.539471	2	0.539471	5.561	-0.855241	-1.85524	
0.508898	2	0.508898	5.89509	-0.58008	-1.58008	
0.489658	2	0.489658	6.12673	-0.40692	-1.40692	
0.518399	2	0.518399	5.78704	-0.665595	-1.66559	
0.603866	1	0.603866	3.31199	-0.434792	-3.43479	
0.489575	2	0.489575	6.12777	-0.406171	-1.40617	
0.51124	2	0.51124	5.86809	-0.601156	-1.60116	



#Generation 7 / 100
currentGen	7
evaluateCount	350
totalTime	7.14964
firstFrontCount	50
frontCount	1
avgEvalTime	8.68684e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.682898	0	0.682898	1.46435	-0.146086	-5.14609	
0.447679	2	0.447679	6.70123	-0.0291085	-1.02911	
0.553043	2	0.553043	5.42453	-0.977389	-1.97739	
0.557168	1	0.557168	3.58958	-0.0145165	-3.01452	
0.660599	1	0.660599	3.02755	-0.945392	-3.94539	
0.670078	0	0.670078	1.49236	-0.0307013	-5.0307	
0.503092	2	0.503092	5.96313	-0.527827	-1.52783	
0.511488	2	0.511488	5.86524	-0.603395	-1.6034	
0.450119	2	0.450119	6.6649	-0.0510736	-1.05107	
0.46164	2	0.46164	6.49857	-0.15476	-1.15476	
0.481478	2	0.481478	6.23082	-0.333298	-1.3333	
0.623378	1	0.623378	3.20833	-0.610399	-3.6104	
0.641521	1	0.641521	3.11759	-0.773692	-3.77369	
0.586591	1	0.586591	3.40953	-0.279317	-3.27932	
0.579693	1	0.579693	3.4501	-0.217238	-3.21724	
0.535479	2	0.535479	5.60246	-0.819314	-1.81931	
0.545495	2	0.545495	5.49959	-0.909458	-1.90946	
0.564809	1	0.564809	3.54102	-0.0832836	-3.08328	
0.52061	2	0.52061	5.76247	-0.685487	-1.68549	
0.635805	1	0.635805	3.14562	-0.722245	-3.72225	
0.489575	2	0.489575	6.12777	-0.406171	-1.40617	
0.468597	2	0.468597	6.40209	-0.217376	-1.21738	
0.599882	1	0.599882	3.33399	-0.398936	-3.39894	
0.6286	1	0.6286	3.18167	-0.657403	-3.6574	
0.651481	1	0.651481	3.06993	-0.863333	-3.86333	
0.492417	2	0.492417	6.09239	-0.431757	-1.43176	
0.613198	1	0.613198	3.26159	-0.518783	-3.51878	
0.522012	2	0.522012	5.74699	-0.69811	-1.69811	
0.551939	2	0.551939	5.43538	-0.967454	-1.96745	
0.535061	2	0.535061	5.60684	-0.815549	-1.81555	
0.528617	2	0.528617	5.67518	-0.757555	-1.75755	
0.527865	2	0.527865	5.68327	-0.750786	-1.75079	
0.579693	1	0.579693	3.4501	-0.217238	-3.21724	
0.545741	2	0.545741	5.49711	-0.911671	-1.91167	
0.475113	2	0.475113	6.31428	-0.27602	-1.27602	
0.678259	0	0.678259	1.47436	-0.104333	-5.10433	
0.492417	2	0.492417	6.09239	-0.431757	-1.43176	
0.475113	2	0.475113	6.31428	-0.27602	-1.27602	
0.46463	2	0.46463	6.45676	-0.181667	-1.18167	
0.599882	1	0.599882	3.33399	-0.398936	-3.39894	
0.585842	1	0.585842	3.41389	-0.272581	-3.27258	
0.608744	1	0.608744	3.28545	-0.478699	-3.4787	
0.673962	0	0.673962	1.48376	-0.0656537	-5.06565	
0.560807	1	0.560807	3.56629	-0.0472634	-3.04726	
0.653873	1	0.653873	3.0587	-0.884856	-3.88486	
0.603866	1	0.603866	3.31199	-0.434792	-3.43479	
0.478815	2	0.478815	6.26547	-0.309336	-1.30934	
0.478815	2	0.478815	6.26547	-0.309336	-1.30934	
0.557168	1	0.557168	3.58958	-0.0145165	-3.01452	
0.461723	2	0.461723	6.4974	-0.155505	-1.15551	



#Generation 8 / 100
currentGen	8
evaluateCount	400
totalTime	7.28948
firstFrontCount	50
frontCount	1
avgEvalTime	8.85479e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.678259	0	0.678259	1.47436	-0.104333	-5.10433	
0.447679	2	0.447679	6.70123	-0.0291085	-1.02911	
0.447679	2	0.447679	6.70123	-0.0291085	-1.02911	
0.557168	1	0.557168	3.58958	-0.0145165	-3.01452	
0.555725	2	0.555725	5.39835	-1.00153	-2.00153	
0.670301	0	0.670301	1.49187	-0.0327101	-5.03271	
0.660599	1	0.660599	3.02755	-0.945392	-3.94539	
0.455162	2	0.455162	6.59107	-0.0964546	-1.09645	
0.468597	2	0.468597	6.40209	-0.217376	-1.21738	
0.564148	1	0.564148	3.54517	-0.0773292	-3.07733	
0.599882	1	0.599882	3.33399	-0.398936	-3.39894	
0.63751	1	0.63751	3.13721	-0.737588	-3.73759	
0.586591	1	0.586591	3.40953	-0.279317	-3.27932	
0.52061	2	0.52061	5.76247	-0.685487	-1.68549	
0.528617	2	0.528617	5.67518	-0.757555	-1.75755	
0.579693	1	0.579693	3.4501	-0.217238	-3.21724	
0.492417	2	0.492417	6.09239	-0.431757	-1.43176	
0.602834	1	0.602834	3.31766	-0.425503	-3.4255	
0.501368	2	0.501368	5.98363	-0.512312	-1.51231	
0.536773	2	0.536773	5.58895	-0.830958	-1.83096	
0.651481	1	0.651481	3.06993	-0.863333	-3.86333	
0.511488	2	0.511488	5.86524	-0.603395	-1.6034	
0.511488	2	0.511488	5.86524	-0.603395	-1.6034	
0.503129	2	0.503129	5.96268	-0.528163	-1.52816	
0.522012	2	0.522012	5.74699	-0.69811	-1.69811	
0.545495	2	0.545495	5.49959	-0.909458	-1.90946	
0.613198	1	0.613198	3.26159	-0.518783	-3.51878	
0.613198	1	0.613198	3.26159	-0.518783	-3.51878	
0.623378	1	0.623378	3.20833	-0.610399	-3.6104	
0.630793	1	0.630793	3.17061	-0.677136	-3.67714	
0.469485	2	0.469485	6.38999	-0.225362	-1.22536	
0.545495	2	0.545495	5.49959	-0.909458	-1.90946	
0.475113	2	0.475113	6.31428	-0.27602	-1.27602	
0.479683	2	0.479683	6.25413	-0.31715	-1.31715	
0.53267	2	0.53267	5.63201	-0.794026	-1.79403	
0.653873	1	0.653873	3.0587	-0.884856	-3.88486	
0.489575	2	0.489575	6.12777	-0.406171	-1.40617	
0.481478	2	0.481478	6.23082	-0.333298	-1.3333	
0.623378	1	0.623378	3.20833	-0.610399	-3.6104	
0.673962	0	0.673962	1.48376	-0.0656537	-5.06565	
0.475501	2	0.475501	6.30914	-0.279505	-1.2795	
0.580058	1	0.580058	3.44793	-0.220522	-3.22052	
0.660234	1	0.660234	3.02923	-0.942108	-3.94211	
0.489575	2	0.489575	6.12777	-0.406171	-1.40617	
0.585695	1	0.585695	3.41475	-0.271256	-3.27126	
0.551939	2	0.551939	5.43538	-0.967454	-1.96745	
0.481478	2	0.481478	6.23082	-0.333298	-1.3333	
0.450119	2	0.450119	6.6649	-0.0510736	-1.05107	
0.450119	2	0.450119	6.6649	-0.0510736	-1.05107	
0.633277	1	0.633277	3.15817	-0.699496	-3.6995	



#Generation 9 / 100
currentGen	9
evaluateCount	450
totalTime	7.42717
firstFrontCount	50
frontCount	1
avgEvalTime	9.38664e-06
#end
Var1	Var2	Obj1	Obj2	Cons1	Cons2	
0.447679	2	0.447679	6.70123	-0.0291085	-1.02911	
0.678259	0	0.678259	1.47436	-0.104333	-5.10433	
0.447679	2	0.447679	6.70123	-0.0291085	-1.02911	
0.555725	2	0.555725	5.39835	-1.00153	-2.00153	
0.557168	1	0.557168	3.58958	-0.0145165	-3.01452	
0.670301	0	0.670301	1.49187	-0.0327101	-5.03271	
0.661076	1	0.661076	3.02537	-0.949681	-3.94968	
0.466966	2	0.466966	6.42445	-0.202695	-1.20269	
0.455162	2	0.455162	6.59107	-0.0964546	-1.09645	
0.571419	1	0.571419	3.50006	-0.142768	-3.14277	
0.649938	1	0.649938	3.07722	-0.849445	-3.84944	
0.512142	2	0.512142	5.85775	-0.609276	-1.60928	
0.489323	2	0.489323	6.13092	-0.403906	-1.40391	
0.59111	1	0.59111	3.38347	-0.319988	-3.31999	
0.492735	2	0.492735	6.08846	-0.434618	-1.43462	
0.501245	2	0.501245	5.98509	-0.511207	-1.51121	
0.545495	2	0.545495	5.49959	-0.909458	-1.90946	
0.643526	1	0.643526	3.10788	-0.791736	-3.79174	
0.602834	1	0.602834	3.31766	-0.425503	-3.4255	
0.536773	2	0.536773	5.58895	-0.830958	-1.83096	
0.602834	1	0.602834	3.31766	-0.425503	-3.4255	
0.476216	2	0.476216	6.29966	-0.285942	-1.28594	
0.613198	1	0.613198	3.26159	-0.518783	-3.51878	
0.622424	1	0.622424	3.21324	-0.601816	-3.60182	
0.659212	1	0.659212	3.03393	-0.932908	-3.93291	
0.482666	2	0.482666	6.21548	-0.343991	-1.34399	
